level_0,index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,topic_distribution
10,87942,70350,1,Snapchat,,"['have', 'upgrade', 'galaxy', 'snap', 'be', 'not', 'use', 'regular', 'camera', 'instead', 'zoom', 'one', 'not', 'take', 'picture', 'want', 'fix', 'star']",2019-03-31,129004,"since I have upgraded to the galaxy 10 +, snap is not using my regular camera, and instead the zoom one, so I can't take pictures I want to. FIX THIS AND 5 STARS!!!!",1,since i have upgraded to the galaxy snap is not using my regular camera and instead the zoom one so i can not take picture i want to fix this and star,Alexandria Alvarez,"[0.022281639928698763, 0.029015646662705494, 0.022281639928698763, 0.04585066349772233, 0.022281639928698763, 0.022281639928698763, 0.04585066349772232, 0.022281639928698763, 0.027332144979203808, 0.022281639928698763, 0.023965141612200445, 0.022281639928698763, 0.025648643295702128, 0.050901168548227384, 0.037433155080213915, 0.022281639928698763, 0.022281639928698763, 0.022281639928698763, 0.03069914834620718, 0.022281639928698763, 0.022281639928698763, 0.022281639928698763, 0.04921766686472569, 0.027332144979203808, 0.022281639928698763, 0.027332144979203808, 0.037433155080213915, 0.03069914834620718, 0.037433155080213915, 0.055951673598732425, 0.022281639928698763, 0.03574965339671223, 0.022281639928698763, 0.025648643295702128]"
11,87943,70351,1,Snapchat,,"['love', 'snapshot', 'new', 'update', 'be', 'kind', 'lf', 'annoying', 'not', 'create', 'customshare', 'story', 'not', 'blur', 'color', 'add', 'background', 'anymore']",2019-03-31,129005,"I love Snapchat, but the new update is kind lf annoying because you can't create custom/shared stories and you can't blur, color, or add a background anymore.",4,i love snapshot but the new update is kind lf annoying because you can not create customshared story and you can not blur color or add a background anymore,Ashna Surti,"[0.024714052287581695, 0.022977941176470586, 0.040339052287581695, 0.040339052287581695, 0.04381127450980391, 0.022977941176470586, 0.024714052287581695, 0.022977941176470586, 0.022977941176470586, 0.024714052287581695, 0.024714052287581695, 0.022977941176470586, 0.022977941176470586, 0.05075571895424836, 0.04381127450980391, 0.022977941176470586, 0.022977941176470586, 0.031658496732026135, 0.026450163398692807, 0.022977941176470586, 0.03686683006535947, 0.022977941176470586, 0.03339460784313725, 0.026450163398692807, 0.040339052287581695, 0.022977941176470586, 0.03860294117647058, 0.024714052287581695, 0.03686683006535947, 0.024714052287581695, 0.022977941176470586, 0.024714052287581695, 0.022977941176470586, 0.03860294117647058]"
12,87944,70352,1,Snapchat,,"['application', 'randomly', 'crash', 'reason', 'take', 'long', 'load', 'frequently', 'freeze', 'application', 'be', 'not', 'suppose']",2019-03-31,129006,"This app randomly crashes for no reason, takes too long to load, and frequently freezes when it's not supossed to.",2,this application randomly crash for no reason take too long to load and frequently freeze when this application is not supposed to,A Google User,"[0.024509803921568634, 0.024509803921568634, 0.07265795206971679, 0.044880174291939, 0.057843137254901957, 0.0411764705882353, 0.024509803921568634, 0.024509803921568634, 0.030065359477124187, 0.024509803921568634, 0.024509803921568634, 0.024509803921568634, 0.024509803921568634, 0.0374727668845316, 0.024509803921568634, 0.024509803921568634, 0.024509803921568634, 0.026361655773420485, 0.024509803921568634, 0.024509803921568634, 0.024509803921568634, 0.026361655773420485, 0.024509803921568634, 0.024509803921568634, 0.024509803921568634, 0.028213507625272336, 0.024509803921568634, 0.024509803921568634, 0.028213507625272336, 0.024509803921568634, 0.0411764705882353, 0.024509803921568634, 0.026361655773420485, 0.024509803921568634]"
13,87945,70353,1,Snapchat,,"['not', 'send', 'anything', 'reason', 'friend', 'have', 'disappear']",2019-03-31,129007,I cant send anything anymore! for some reason all of my friends have disappeared.,2,i can not send anything anymore for some reason all of my friend have disappeared,Mette,"[0.02626050420168068, 0.02626050420168068, 0.02626050420168068, 0.02626050420168068, 0.02626050420168068, 0.02626050420168068, 0.02626050420168068, 0.02626050420168068, 0.028244631185807664, 0.02626050420168068, 0.02626050420168068, 0.02626050420168068, 0.02626050420168068, 0.04411764705882354, 0.02626050420168068, 0.02626050420168068, 0.02626050420168068, 0.02626050420168068, 0.04411764705882354, 0.02626050420168068, 0.02626050420168068, 0.02626050420168068, 0.02626050420168068, 0.02626050420168068, 0.04411764705882354, 0.02626050420168068, 0.02626050420168068, 0.04808590102707751, 0.036181139122315596, 0.040149393090569564, 0.032212885154061635, 0.02626050420168068, 0.02626050420168068, 0.02626050420168068]"
14,87952,70360,1,Snapchat,,"['not', 'receive', 'snapshot', 'notification', 'even_though', 'notification', 'be', 'bad', 'iritatingafter', 'update', 'be', 'slow']",2019-03-31,129014,I'm not receiving snapchat notifications even though notifications are on.. it's worst and irritating..after update it's tooo slow,2,i am not receiving snapshot notification even though notification are on it is worst and iritatingafter update it is too slow,Pankaj Gopalani,"[0.02680846349839372, 0.03999113769801707, 0.024925224327018956, 0.024925224327018956, 0.05694029024038995, 0.024925224327018956, 0.024925224327018956, 0.024925224327018956, 0.024925224327018956, 0.024925224327018956, 0.024925224327018956, 0.024925224327018956, 0.024925224327018956, 0.07388944278276284, 0.024925224327018956, 0.024925224327018956, 0.024925224327018956, 0.04187437686939184, 0.024925224327018956, 0.02680846349839372, 0.024925224327018956, 0.024925224327018956, 0.03810789852664231, 0.024925224327018956, 0.028691702669768483, 0.024925224327018956, 0.024925224327018956, 0.024925224327018956, 0.02680846349839372, 0.024925224327018956, 0.02680846349839372, 0.03999113769801707, 0.024925224327018956, 0.024925224327018956]"
15,87953,70361,1,Snapchat,,"['have', 'save', 'story', 'clip', 'clip', 'ridiculous', 'update', 'save', 'entire', 'story', 'save', 'story', 'option', 'entire', 'story', 'doe', 'not', 'save', 'story', 'entire', 'story', 'save', 'snap', 'time', 'not', 'story', 'be', 'click', 'save', 'individual', 'snap', 'new', 'update', 'fix', 'problem', 'be', 'bad', 'update', 'create', 'problem', 'problem', 'claim', 'fix', 'problem', 'be', 'not', 'fix', 'still', 'ridiculous', 'waste', 'application']",2019-03-31,129015,"you have to save your story clip by clip. Ridiculous. Update- You can now save your entire story with the ""Save story"" option, but it does not save as a story. It saves 1 snap at a time and not as a story. This is the same as clicking save on each individual snap. The new update to fix the problem is worse than the update that created the problem. It claims to fix a problem that is not fixed. Still ridiculous and a waste of an app.",2,you have to save your story clip by clip ridiculous update you can now save your entire story with the save story option but your entire story doe not save a a story your entire story save snap at a time and not a a story this is the same a clicking save on each individual snap the new update to fix the problem is worse than the update that created the problem the problem claim to fix a problem that is not fixed still ridiculous and a waste of an application,Jazzma Burgess,"[0.016523463317911435, 0.01777190276859808, 0.016523463317911435, 0.0964235881618565, 0.0727032385988103, 0.016523463317911435, 0.01777190276859808, 0.016523463317911435, 0.016523463317911435, 0.016523463317911435, 0.01777190276859808, 0.03899537343027098, 0.020268781669971363, 0.06146728354263053, 0.05647352573988396, 0.02775941837409121, 0.022765660571344642, 0.029007857824777855, 0.02651097892340457, 0.016523463317911435, 0.016523463317911435, 0.016523463317911435, 0.021517221120658, 0.01902034221928472, 0.016523463317911435, 0.016523463317911435, 0.022765660571344642, 0.016523463317911435, 0.01902034221928472, 0.048982889035764116, 0.01777190276859808, 0.048982889035764116, 0.08019387530293016, 0.01777190276859808]"
16,87962,70370,1,Snapchat,,"['new', 'snapshot', 'update', 'be', 'shite', 'do', 'not', 'like', 'new', 'snapshot', 'update', 'put', 'old', 'back', 'new', 'snapshot', 'update', 'delete', 'mate', 'snapshot', 'better', 'get', 'new', 'snapshot', 'update', 'sort', 'want', 'old', 'update', 'back']",2019-03-31,129024,the new snapchat update is shite and I don't like it put the old one bck on and it has deleted all my mates on Snapchat so u better get it sorted now 😡😡😡😡😡 I want the old update back now,1,the new snapshot update is shite and i do not like the new snapshot update put the old one back on and the new snapshot update has deleted all my mate on snapshot so you better get the new snapshot update sorted now i want the old update back now,David Malone,"[0.023260284505959256, 0.023260284505959256, 0.023260284505959256, 0.024894271434063833, 0.08861976163014228, 0.03143021914648213, 0.03633217993079586, 0.02162629757785468, 0.03306420607458671, 0.02162629757785468, 0.023260284505959256, 0.02162629757785468, 0.03143021914648213, 0.03143021914648213, 0.023260284505959256, 0.023260284505959256, 0.024894271434063833, 0.02162629757785468, 0.026528258362168402, 0.024894271434063833, 0.02162629757785468, 0.02162629757785468, 0.02162629757785468, 0.02162629757785468, 0.041234140715109585, 0.023260284505959256, 0.041234140715109585, 0.03633217993079586, 0.023260284505959256, 0.02162629757785468, 0.041234140715109585, 0.02162629757785468, 0.062475970780469056, 0.02162629757785468]"
17,87963,70371,1,Snapchat,,"['application', 'doe', 'not', 'work', 'right', 'galaxy', 'unload', 'video', 'application', 'repeat', 'section', 'multiple', 'time', 'place', 'sticker', 'odd', 'area', 'not', 'do', 'multiple', 'overlay', 'phone', 'really', 'disappoint', 'not', 'compatible', 'android']",2019-03-31,129025,"This app just doesn't work right on my Galaxy S9 at all. When I upload video it repeats sections multiple times, places stickers in odd areas, and I cant do multiple overlays like you can with an iPhone. I'm really disappointed. Not compatible with Android.",2,this application just doe not work right on my galaxy s at all when i unload video this application repeat section multiple time place sticker in odd area and i can not do multiple overlay like you can with an phone i am really disappointed not compatible with android,Megan Russell,"[0.0292774644104217, 0.020145044319097503, 0.020145044319097503, 0.023189184349538903, 0.04906437460829079, 0.021667114334318203, 0.0338436744560838, 0.021667114334318203, 0.021667114334318203, 0.020145044319097503, 0.023189184349538903, 0.020145044319097503, 0.0307995344256424, 0.09624854508013249, 0.020145044319097503, 0.03993195451696661, 0.0368878144865252, 0.0307995344256424, 0.020145044319097503, 0.021667114334318203, 0.0292774644104217, 0.0247112543647596, 0.023189184349538903, 0.03993195451696661, 0.020145044319097503, 0.020145044319097503, 0.023189184349538903, 0.0460202345778494, 0.023189184349538903, 0.020145044319097503, 0.023189184349538903, 0.0353657444713045, 0.04297609454740799, 0.027755394395201]"
18,87968,70376,1,Snapchat,,"['need', 'update', 'trash', 'not', 'put', 'camera_roll', 'eye', 'select', 'button', 'not', 'edit', 'make', 'new', 'snap', 'memory', 'trash']",2019-03-31,129030,"Your need update it trash cant put camera roll into my eyes only, no select button, cant edit without making a new snap in your memories. trash💯",1,your need update it trash can not put camera roll into my eye only no select button can not edit without making a new snap in your memory trash,A Google User,"[0.023719165085389, 0.023719165085389, 0.05239300021083701, 0.023719165085389, 0.038056082648113006, 0.023719165085389, 0.023719165085389, 0.023719165085389, 0.023719165085389, 0.023719165085389, 0.023719165085389, 0.023719165085389, 0.027303394476069998, 0.054185114906177514, 0.023719165085389, 0.0255112797807295, 0.027303394476069998, 0.023719165085389, 0.0255112797807295, 0.05597722960151801, 0.04880877082015602, 0.0362639679527725, 0.0255112797807295, 0.023719165085389, 0.023719165085389, 0.0290955091714105, 0.032679738562091505, 0.027303394476069998, 0.0290955091714105, 0.03447185325743201, 0.023719165085389, 0.027303394476069998, 0.023719165085389, 0.023719165085389]"
19,87971,70379,1,Snapchat,,"['snapshot', 'not', 'let', 'add', 'anything', 'memory', 'private_story', 'private_story', 'stop', 'add', 'stuff', 'private_story', 'altogether', 'have', 'make', 'private_story', 'last', 'week', 'private_story', 'keep', 'happen']",2019-03-31,129033,My Snapchat won't let me add anything from my memories to my private story and its just stopped adding stuff to my private story altogether I've made over 10 private stories in the last week because it keeps happening again and again,2,my snapshot will not let me add anything from my memory to my private story and my private story just stopped adding stuff to my private story altogether i have made over private story in the last week because my private story keep happening again and again,A Google User,"[0.024183006535947713, 0.02100840336134454, 0.02100840336134454, 0.02100840336134454, 0.036881419234360405, 0.02100840336134454, 0.02100840336134454, 0.024183006535947713, 0.0257703081232493, 0.028944911297852472, 0.02100840336134454, 0.022595704948646128, 0.022595704948646128, 0.032119514472455646, 0.02100840336134454, 0.02100840336134454, 0.022595704948646128, 0.036881419234360405, 0.02100840336134454, 0.0257703081232493, 0.03053221288515406, 0.03846872082166199, 0.02100840336134454, 0.03846872082166199, 0.03053221288515406, 0.08132586367880484, 0.02100840336134454, 0.032119514472455646, 0.03053221288515406, 0.062278244631185795, 0.03053221288515406, 0.033706816059757234, 0.024183006535947713, 0.033706816059757234]"
20,87972,70380,1,Snapchat,,"['crash', 'way', 'much', 'especially', 'try', 'use', 'lens', 'also', 'doe', 'not', 'work', 'right', 'time', 'face', 'keep', 'move']",2019-03-31,129034,"Crashes WAY too much, especially when I try to use the lenses. It also does not work right in them all the time, face keeps moving and such.",3,crash way too much especially when i try to use the lens it also doe not work right in them all the time face keep moving and such,Jerica G,"[0.023342670401493938, 0.023342670401493938, 0.051561365286855496, 0.023342670401493938, 0.035688349413839617, 0.04097935470484491, 0.023342670401493938, 0.030397344122834326, 0.023342670401493938, 0.023342670401493938, 0.03216101255316942, 0.026870007262164132, 0.03216101255316942, 0.035688349413839617, 0.023342670401493938, 0.03921568627450981, 0.028633675692499225, 0.023342670401493938, 0.023342670401493938, 0.023342670401493938, 0.03921568627450981, 0.023342670401493938, 0.025106338831829035, 0.023342670401493938, 0.023342670401493938, 0.023342670401493938, 0.023342670401493938, 0.025106338831829035, 0.0462703599958502, 0.023342670401493938, 0.023342670401493938, 0.05685237057786077, 0.03392468098350452, 0.023342670401493938]"
21,87973,70381,1,Snapchat,,"['do', 'not', 'understand', 'everything', 'log', 'back', 'chat', 'take', 'age', 'appear', 'be', 'acc', 'annoying', 'do', 'not', 'know', 'be', 'happen', 'other', 'be', 'happen', 'especially', 'application', 'be', 'nice', 'general', 'be', 'be', 'make', 'find', 'application', 'quite', 'irritating']",2019-03-31,129035,"I do not understand why everything I log back in my chats take ages to appear , that is acc so annoying , Idk if is happening to others but is happening to me expecially . the app is nice in general but is only that , that is making me find it quite irritating",1,i do not understand why everything i log back in my chat take age to appear that is acc so annoying i do not know if is happening to others but is happening to me especially the application is nice in general but is only that that is making me find the application quite irritating,Victoria Onyenze,"[0.021667114334318203, 0.020145044319097503, 0.021667114334318203, 0.0368878144865252, 0.046020234577849393, 0.020145044319097503, 0.0247112543647596, 0.042976094547408, 0.020145044319097503, 0.020145044319097503, 0.020145044319097503, 0.021667114334318203, 0.020145044319097503, 0.053630584653952894, 0.020145044319097503, 0.027755394395201, 0.020145044319097503, 0.020145044319097503, 0.021667114334318203, 0.0247112543647596, 0.0247112543647596, 0.0779837048974841, 0.020145044319097503, 0.023189184349538903, 0.0323216044408631, 0.0247112543647596, 0.021667114334318203, 0.03993195451696661, 0.026233324379980303, 0.04297609454740799, 0.042976094547408, 0.050586444623511494, 0.020145044319097503, 0.027755394395201]"
22,88011,70419,1,Snapchat,,"['bad', 'thing', 'ever', 'happen', 'memory', 'lose', 'nt', 'helpful']",2019-03-31,129077,worst thing ever happened ...all my memories lost and nt at all helpful,1,worst thing ever happened all my memory lost and nt at all helpful,A Google User,"[0.025799793601651192, 0.025799793601651192, 0.02969842907923404, 0.025799793601651192, 0.051140924205939686, 0.025799793601651192, 0.043343653250774, 0.025799793601651192, 0.025799793601651192, 0.025799793601651192, 0.025799793601651192, 0.025799793601651192, 0.025799793601651192, 0.025799793601651192, 0.025799793601651192, 0.025799793601651192, 0.027749111340442615, 0.025799793601651192, 0.025799793601651192, 0.043343653250774, 0.037495700034399726, 0.027749111340442615, 0.043343653250774, 0.025799793601651192, 0.025799793601651192, 0.025799793601651192, 0.025799793601651192, 0.027749111340442615, 0.025799793601651192, 0.04529297098956542, 0.025799793601651192, 0.027749111340442615, 0.027749111340442615, 0.025799793601651192]"
