,tweet-id,timestamp,likes,replies,retweets,Bug_report,text
91,1.1e+18,07-03-2019 19:11,1,0,0,0,atuser atuser how about ya just ditch this little plan before this little plan too late and leave your power user alone window this is actually so frustrating i switched to into from day and hate mail aplicationwebsites etc so many people agree goal
92,1.11e+18,22-03-2019 03:09,0,0,0,0,i can have your number and still rather talk to you on snapshot then text that way i do not feel a bad when i forget to reply
93,1.13e+18,21-05-2019 15:51,0,0,0,0,these are just picture the male legislator put through the snapshot filter and turned into woman right so the male legislator all w because all the men are white i think i do not think this person is trying to say alw lawmaker would fix the problem this person just a snapshot filter joke
94,1.11e+18,13-03-2019 19:04,0,0,0,1,atuser are there any issue with whatsit
95,1.13e+18,28-05-2019 18:41,0,0,0,0,i am a liverpool fan and a liverpool fan pain me to see atuser devolving the way atuser are but worse is seeing atuser continue to defy the problem at the heart of the club on snapshot dogma is not officially underrated dogma and sanchez are tick bleeding the club dry flog them both
96,1.13e+18,30-05-2019 05:01,0,0,0,1,nope so the issue that i have experienced over the last month is this set destination in goole map goole map give me the fast route to my destination user proceeds to route a given via vocal instruction user doe not have a mount to safely hold device
97,1.1e+18,10-03-2019 20:06,0,2,2,1,you are lucky nathan face-on reply you i will lot of time try to open my disabled my account but not open my face-on old and friend all over world so bad for me how to find my old friend atuser
98,1.11e+18,14-03-2019 00:57,0,0,0,1,mine has been down since am eastern time when are you going to fix
99,1.11e+18,13-03-2019 19:29,0,0,0,1,atuser and atuser are down on that same day is this real life i bed and it guy to fix them for me better call atuser
100,1.11e+18,13-03-2019 20:41,0,0,0,1,atuser what the fuck is going on with instagram and whatsit not all my friend have an phone so we can use image so please fix this fucking mess right now
101,1.11e+18,14-03-2019 08:35,0,0,0,1,atuser everyone we have to talk to both we need a refund of we money which is stuck on face-on or you solve the problem
102,1.09e+18,10-02-2019 07:08,0,0,0,0,atuser hey face-on will you remove the bloody tim tok ad a you can not remove the bloody tim tok ad hide the bloody tim tok ad or even report the bloody tim tok ad if you try the bloody tim tok ad freeze the application fucking do something or i instal
103,1.1e+18,14-02-2019 23:00,8,1,2,0,so i see a story on my snapshot called school evacuation me being me i watch a story on my snapshot called school evacuation to make sure everyone ok to my surprise i see the kid making joke and laughing about a story on my snapshot called school evacuation for a lot of u today is about remembering life lost a year ago due to this issue this is not ok url
104,1.12e+18,03-05-2019 12:24,0,0,0,0,i do not know what i did so bad to snapshot memory for it to be playing with me
105,1.13e+18,08-05-2019 23:24,1,1,0,1,really atuser atuser atuser i have not used any third party application or tweak since atuser stopped working on phantom it is ridicule to start locking account randomly nothing and i mean no any other tweak is used in official snapshot application fix this soon a possible url
106,1.11e+18,05-04-2019 01:25,0,2,0,0,i do not hate muslim i believe the islamic religion need the islamic religion reformation to exist in the western world and that based on history that int going to happen it is i believe a real issue again a history has shown
107,1.13e+18,07-05-2019 13:31,68,0,3,0,honestly the most frustrating thing to watch and selfish thing to do the worst gimms ever risking other people life for a snapshot story no one fucking care about url
108,1.09e+18,02-02-2019 19:52,0,0,0,1,atuser i can not receive any snapshot message on my yahoo email please help to fix this problem
109,1.12e+18,03-05-2019 23:16,15,1,4,0,idc how bad life get you never see me post on snapshot who want to talk on the phone
110,1.11e+18,13-03-2019 23:15,0,0,0,1,ya need to fix that shit now
111,1.11e+18,14-03-2019 00:41,0,0,0,1,atuser sorry to bother but can we maybe get a more detailed update at least soon a to the issue been over hr now
112,1.12e+18,14-04-2019 11:44,0,0,0,1,atuser is it broke again along with instal can not post can not see comment etc also page is a utter nightmare recent change have not been great at all
113,1.1e+18,27-02-2019 21:31,0,0,0,0,atuser i am admittedly very frustrated trying to deactivate my face-on act but you deliberately time out every time so tell me what do i have to do to get my face-on act reactivated
114,1.1e+18,01-03-2019 01:55,0,0,0,0,atuser atuser atuser well that is a bummer face-on and goole will be punished with giant fine in the uk if face-on and goole fail to rid face-on and goole platform of toxic content url
115,1.11e+18,11-03-2019 23:00,0,4,0,1,big problem with snapshot people used to use alternate aps that allowed people to save the snapshot without the other person knowing really scary
116,1.11e+18,14-03-2019 00:09,0,0,0,1,instagram people search having bug
117,1.12e+18,01-05-2019 05:37,0,0,0,1,can you please fix my face-on group i have over k member and my reported post i can not see reported it to you time now please help
118,1.13e+18,23-05-2019 12:00,4,0,0,0,i am going to be mad if i match with a bad bitch on tinder just to find out it was a guy using the gender swap filter on snapshot
119,1.1e+18,06-03-2019 09:58,0,0,0,1,please improve support i am only getting automated response concerning a severe bug since month telegram responds personally and quickly
120,1.11e+18,13-03-2019 19:04,0,0,0,1,atuser it would be much appreciated if you could please fix face-on a soon a possible
121,1.12e+18,09-04-2019 00:41,0,0,0,1,atuser dear whatsit could you fix a problem in dear whatsit dear whatsit is with a problem that dear whatsit doe not enter and asked me to instal and install again i did dear whatsit and dear whatsit did not change anything please help me ejecting this problem my name is al
122,1.11e+18,14-03-2019 17:52,1,0,0,1,please anyone tell is anyone problem with two factor authentication
123,1.11e+18,03-04-2019 16:05,0,0,0,1,atuser make it so hard to delete old post trying to get rid of post from maybe i should just deletefacebok altogether deleting post and hanging min now we should be able to control we data
124,1.13e+18,21-05-2019 19:41,0,2,0,1,broken aps a in snapshot i think snapshot is just one big rat that apple has to cause issue with jailbroken phone
125,1.1e+18,08-03-2019 02:56,0,0,0,0,face-on need to die twitter is nice for keeping up to date on thing and meme instal is not bad snapshot is boring it can waste my time but generally it is cool when following artist other musician and topic about game
126,1.13e+18,14-05-2019 01:14,3,0,0,0,my opinion in regard to the weird girl filter on snapshot make guy look like drag queen and girl look like a really bad rendition of riba centre
127,1.11e+18,04-04-2019 17:52,115,0,1,1,can not wait for my application to crash when i use this
128,1.11e+18,02-04-2019 17:45,0,0,0,0,i was in a bad mood but then i went to snapshot and saw atuser s story and reminded me that atuser s story was tuesday and now the bad mood is gone
129,1.1e+18,18-02-2019 23:49,1,1,0,0,richer this was a fail because snapshot was insensitive to the past issue regarding that incident it was not funny url
130,1.09e+18,07-02-2019 21:23,1,2,0,0,so many people have literally found my snapshot i do not know how and frankly that is a little creepy to harass me on your behalf and i have done little to nothing it is a little frightening th i do not know if making joke or having fun is bad but everyone got way too defensive
131,1.1e+18,09-03-2019 09:30,1,1,1,1,hello dear support team hello my friend i have a problem logging in to my account on face-on i have attached my personal id to confirm a problem logging in to my account on face-on many time and this is my email i want to keep in my facebokmahmodratuser mahmoud zia are
132,1.13e+18,24-05-2019 19:29,6,2,0,0,my ex trying to add me on snapshot even though we broke up year ago and i have ignored my ex ever since is the funniest shit i have experienced in so far likely
133,1.13e+18,10-05-2019 03:50,16,2,0,0,due to a snapshot glitch this morning i accidentally became the sun from the teletubies judging by my extremely furrowed brow i too was shocked and confused url
134,1.13e+18,10-05-2019 10:11,0,1,0,0,the policecops should be able to issue point solely based on social medium footage from people who snapchatinstagram story themselves whilst driving atuser atuser atuser atuser atuser atuser
135,1.11e+18,01-04-2019 22:05,11,3,0,0,oh look at this check script note delightful and affordable wagon too bad it is not brown or it would be perfect time to ping my favorite auto journo wagon wanker then go post this sale on different autofocus instagram and a excited reaction on snapshot url
136,1.12e+18,09-04-2019 23:52,7,2,0,1,whatsit is not working after i install the update on my phone please let u know if it is a crash or the application is not compatible anymore with the device
137,1.11e+18,25-03-2019 03:10,0,1,0,0,trash i hope he choke he obviously has deep seated insecurity if we wanted to show off that bad on snapshot
138,1.13e+18,20-05-2019 18:33,22,0,0,0,so incredibly uncomfortable for the past few year with this said i arnot going to have snapshot anymore this just not worth the stress no matter how much money come from this i feel incredibly bad for punishing everyone that has a subscription to this platform
139,1.12e+18,24-04-2019 04:02,1,0,0,1,atuser i m facing this problem again and again after submitting id many time please fix this problem and solve my problem regarding login id shuklagauravatuser atuser atuser atuser
140,1.13e+18,27-05-2019 05:27,0,1,0,0,i can not dm you until were friend on here ken follow me i ama dumb as sometimes but i paint that bad you were just a bit county when i handed you my phone to sign on snapshot with your finger is why i asked staff to help
141,1.11e+18,13-03-2019 20:58,0,0,0,1,fixitnow url
142,1.12e+18,28-04-2019 04:09,1,0,0,0,was about to post a snapshot memory from an awful date i went on mentioning how bad it was but then i remembered the guy still friend with me on snap ossie
143,1.1e+18,13-02-2019 13:25,27,0,4,0,please do not allow social medium to run your life do not beat yourself up because you do not have the basic ig model look do not make yourself go to shitty event to look cool for snapshot and do not hang with people you hate just live your life for yourself and be someone you are proud of
144,1.11e+18,13-03-2019 20:27,0,0,0,1,we hope that it is not a do attack but it is not a do attack could rather be a schedule maintenance activity we can wait for it is not a do attack resolve the issue good luck
145,1.12e+18,13-04-2019 16:18,0,0,0,1,atuser holy shit why doe it take me button press to open a messenger chat head but only to accidentally video call someone you need to fix this make video calling require two press instead of just one i am tired of accidentally calling peop
146,1.11e+18,13-03-2019 19:29,0,0,0,1,atuser am i the only one having trouble sending medium over the phone picture mostly
147,1.12e+18,24-04-2019 14:29,0,0,0,1,atuser you have a horrible set of policy your team doe not even uphold your team right i was blocked for a post with no nudity i violated no rule
148,1.12e+18,05-05-2019 09:55,0,1,0,0,everyone in my house was asleep and i was walking to the bathroom i also heard a kill her in the middle of the day simultaneously right in my ear and at the end of my garage but never got a legit bad feeling from my garage and i had gotten snapshot felt
149,1.12e+18,13-04-2019 11:51,0,0,0,1,it is not a theme just a glitch in their new application probably but yeah on second thought maybe you sure can turn the white theme to a dark one if you can access the application data in a rooted phone and modify the white theme if possible worked for me when i dug into goole dealer
150,1.12e+18,16-04-2019 00:19,20,4,2,0,so my mom has me on snapshot but i make sure to block my mom from seeing my story turn out i dint block my mom this time and my mom saw me doing a blowjob shot and my moss over here asking why did i drink it like that bitch i amembarased
151,1.11e+18,16-03-2019 03:32,1,0,0,0,atuser atuser atuser atuser atuser atuser atuser atuser atuser atuser atuser i see what you did face-on you put the report ad political candidate or issue button on everything but d
152,1.12e+18,24-04-2019 06:34,0,1,0,1,atuser can not access ad manager or my profile facebokdown keep getting an error that i do not have permission
153,1.13e+18,17-05-2019 21:59,2,0,2,0,so guy trash female but want to be guy trash female so bad on the snapshot filter
154,1.12e+18,16-04-2019 04:27,0,0,0,0,atuser and atuser i not able to post from one to the other and is the question mark tick the problem please help thanks url
155,1.13e+18,14-05-2019 14:12,0,0,0,1,atuser any news on a fix for older version or are you confident they havent been compromised url
156,1.13e+18,22-05-2019 18:34,0,0,0,1,atuser please help me i can not find what i need for my problem i saw by mistake that my face-on page has been making paid ad with porn related content and has already taken me please help
157,1.11e+18,13-03-2019 22:10,0,0,0,1,atuser i know you are trying to resolve the issue but i bored and sad and i want to scroll through my feed
158,1.11e+18,13-03-2019 21:30,0,0,0,1,atuser account temporarily unavailable atuser account is currently unavailable due to a site issue we expect this to be resolved shortly please try again in a few minute
159,1.12e+18,12-04-2019 20:28,0,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
160,1.13e+18,10-05-2019 17:17,0,0,0,1,strange it never shared my location to people maybe snapshot has some kind of glitch in io
161,1.13e+18,07-05-2019 05:03,0,0,0,1,atuser fix your marketplace so thing actually load in please
162,1.11e+18,19-03-2019 15:44,1,1,0,0,this is not to say the suicide today is not a huge issue the suicide today is unfortunately they have been this high before even in a world without snapshot
163,1.13e+18,09-05-2019 16:14,4,2,0,0,my yr old niece broke up with my yr old niece boyfriend when my yr old niece found out my yr old niece was sending dick pic to another girl via snapshot i told my yr old niece some behavior do not change a an adult
164,1.1e+18,11-02-2019 21:36,1,0,0,1,atuser need to fix the amount of people that you can add so atuser can add atuser fan and fellow racer
165,1.12e+18,20-04-2019 14:16,1,0,0,0,i have got ta hand it to snapchatinstagram just when we were about to max out the internet with horrible picture and meaningless video the internet made it cool to post these thing where the internet are deleted after a day
166,1.1e+18,12-02-2019 08:23,0,0,0,0,atuser do not you let atuser bully you wave is the best application need your deal with it checkpoint are unconstitutional the real issue is that the real issue has cut down on your swindling from traffic citation that is what you are really upset about fuckthepolic
167,1.11e+18,13-03-2019 22:01,0,0,0,1,atuser ok guy can you please fix your stupid problem with instagram instagram been hour
168,1.11e+18,28-03-2019 15:24,0,1,0,0,atuser the newest io update has made it so i can no longer see any of my saved place on the map it look like there still saved in the list i have to see those on the map especially when traveling please fix a soon a possible url
169,1.12e+18,19-04-2019 08:50,1,1,0,0,one for sure also please remember that twitter sticker tend to glitch so censor your face on snapshot or sometbif to be save
170,1.11e+18,22-03-2019 04:51,1,0,1,1,atuser atuser fix your authentication process
171,1.12e+18,29-04-2019 03:42,0,0,0,1,atuser i opened goole podcasts application this morning and noticed that all my subscribed podcasts and history had gone it is a terrible experience losing all the history i had now i have to subscribe all my subscribed podcasts and history had gone one by one from memory please address this issue
172,1.09e+18,07-02-2019 11:46,0,1,0,1,hey atuser when i send a snap to our story no one can see that how can i fix no one
173,1.09e+18,01-02-2019 02:09,0,0,0,1,atuser messenger you better fix the latest update because i can not unload photo from the latest update so slow and the interface look so awful
174,1.12e+18,01-05-2019 00:40,0,0,0,1,atuser new update is so bad that the icon look good on android
175,1.11e+18,27-03-2019 17:56,0,0,0,0,atuser is racist end of story i can not report a atuser cover of atuser to discus sex positivity and the hypocrisy of hoe culture atuser unblock my face-on i broke no rule i just told the truth wednesdaythoughts wednesdaymotivation
176,1.13e+18,13-05-2019 00:09,13,0,1,0,i keep seeing on twitter where guy look like bad bitch in the girl filter but u woman look ugly a hell in the guy filter and i adhere to tell you white because men really paint shit even a snapshot filter can not hide that thank you for coming to my ted talk
177,1.12e+18,14-04-2019 12:30,0,0,0,1,atuser whatsit problem in the philippine i can not send message
178,1.13e+18,07-05-2019 01:43,0,0,0,1,i austin having trouble it will not let me login to my account
179,1.11e+18,13-03-2019 22:34,0,0,0,1,is this why i having this problem url
180,1.11e+18,13-03-2019 21:50,0,0,0,1,atuser when will we be able to get into face-on when will the problem be fixed
181,1.11e+18,06-04-2019 22:52,6,0,0,0,if girl think girl can act like i do not exist when girl life is going great then send one scandalous snapshot when shit start going bad and ill answer and talk to girl there absolutely correct sup boo watch doing later text me
182,1.13e+18,21-05-2019 18:26,8,0,1,0,my snapshot memory the past day have consisted of my trip to italy and i just want to go back so bad
183,1.12e+18,21-04-2019 09:10,0,0,0,0,anyone else read the horoscope compatibility on snapshot and get to thinking like honestly some woman just do not know how bad some woman are and what some woman are worthy of and it just suck like brush url
184,1.11e+18,18-03-2019 22:13,2,2,0,0,tw suicide i remember about year ago an exod friend of mine was on someone snapshot story in class flicking through way to kill yourself and an exod friend of mine was making a joke of it reading them out going ooh thats a good one it affected me so much because i was
185,1.11e+18,12-03-2019 12:18,1,1,0,1,needing a better update atuser i just want to see the map of where a coliseum is at not add a coliseum to a short list of any thing i can not get that crap to go away at the bottom of the screen please fix it fail goglemaps url
186,1.11e+18,13-03-2019 20:48,1,0,0,1,face-on broke instagram broke twitter about to ruin face-on in tha new update and snapshot is still the worst
187,1.12e+18,10-04-2019 22:23,0,0,0,0,atuser you better stop your philippine moderator from censoring free speech before you find yourself in more trouble url
188,1.1e+18,07-03-2019 15:07,0,0,0,1,atuser is broken i use the same device every day and have for year and my location in never on this to me is disturbing and infuriating i could do a better job figuring out the problem of face-on facebokve been using u for year fixit
189,1.11e+18,27-03-2019 00:45,0,0,1,0,atuser and atuser must be broken up under existing antitrust law and regulated to prevent these tech giant from monopolising the industry through acquisition of other tech firm url
